reward_id,transaction_id,description,plu_amount,transaction_date,available,reason,created_at,updated_at,rebate_rate,fiat_amount_rewarded,currency,reference_type,reward_type,amount,plu_price,transaction_amount
24ca3eb7-6cf2-48a5-86d2-5fedd784c3de,e9cb2074-3cb8-4513-a837-dbbd3ae03a3d,DART CHARGE AUTO TOP,0.03280839,2024-02-11,False,nan,2024-02-13 13:06:37.241000+00:00,2024-02-13 13:06:37.241000+00:00,5,250.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-250.0,381.00010393682834,2.5
6a25eb58-9856-4a83-be18-d5f09cbd6b04,02eb4dfb-9f3b-49cb-a630-a12313d2ed55,CRV*COSTCO PFS CANENDI,0.3363517,2024-02-10,False,nan,2024-02-12 13:14:59.142000+00:00,2024-02-12 13:14:59.142000+00:00,5,2563.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-2563.0,381.00000683808054,25.63
bcc30f55-5998-4b38-898b-2f711c308b99,4988a2af-1daf-4459-8c50-042e9c41f349,CRV*HEROKU* JAN 921682,0.01899736,2024-02-10,False,nan,2024-02-12 13:14:58.938000+00:00,2024-02-12 13:14:58.938000+00:00,5,144.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-144.0,379.00002947778,1.44
b7bab220-c0ac-47f5-b726-1b457cd9fa28,4aec2131-bb6e-43c1-88c3-8b533267d762,CRV*APPLECOMBILLHollyh,0.79100529,2024-02-10,False,nan,2024-02-12 13:14:58.670000+00:00,2024-02-12 13:14:58.670000+00:00,0,299.0,GBP,perk_6_reward,DAILY_REBATE_DISTRIBUTION,-299.0,378.00000048040135,2.99
803c15b5-067c-4d06-a7cb-6512463b3dfe,8c337d6d-0082-41d6-9a8d-d8d31f5565ec,CRV*EXPERIAN UKEXPERIA,0.19880636,2024-02-10,False,nan,2024-02-12 13:14:58.554000+00:00,2024-02-12 13:14:58.554000+00:00,5,1499.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1499.0,377.000011468446,14.99
e2df85b7-2b18-4397-ac9a-dc8c238319eb,28051d71-1968-47a8-a2db-f7b7738d1211,CRV*TESCO PFS 4195BROA,0.21164021,2024-02-10,False,nan,2024-02-12 13:14:58.369000+00:00,2024-02-12 13:14:58.369000+00:00,5,1600.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1600.0,378.00000292950006,16.0
593298fb-a360-4500-a838-4317fc9dbae0,b44b76ea-f6d0-45a3-91f9-2578d5f55120,CRV*MCDONALDS PARAL LE,2.6058201,2024-02-10,False,nan,2024-02-12 13:14:58.091000+00:00,2024-02-12 13:14:58.091000+00:00,0,985.0,GBP,perk_481603_reward,DAILY_REBATE_DISTRIBUTION,-985.0,378.000000844264,9.85
59d8d7cc-2563-44ee-9e28-72555068fc12,2fafbec4-c953-4a2c-b646-0077690abefd,CRV*TESCO STORES 2202B,2.64550264,2024-02-10,False,nan,2024-02-12 13:14:57.876000+00:00,2024-02-12 13:14:57.876000+00:00,0,1000.0,GBP,perk_20_reward,DAILY_REBATE_DISTRIBUTION,-1902.0,378.00000078624,19.02
dc7ee74e-0bdd-4d4a-831b-e8044d30c47d,2a5b4c67-67db-4a4d-a177-3e0cbee17dfe,CRV*TRAINLINETRAINLINE,0.22889182,2024-02-10,False,nan,2024-02-12 13:14:57.768000+00:00,2024-02-12 13:14:57.768000+00:00,5,1735.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1735.0,379.00000096115275,17.35
813da8ca-ca48-4770-9e77-eee6f9be95a0,692c5d64-be17-4ca5-a0ec-0a5549da4e45,CRV*COSTCO PFS CANENDI,0.22585751,2024-02-10,False,nan,2024-02-12 13:14:57.548000+00:00,2024-02-12 13:14:57.548000+00:00,5,1712.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1712.0,379.00001642628575,17.12
9aa8aad6-2d28-48ef-a4d7-920b26626232,f53a5aba-e925-4e18-b987-b565bbb059fe,CRV*AWS EMEA38 avenue,0.06583113,2024-02-10,False,nan,2024-02-12 13:14:57.309000+00:00,2024-02-12 13:14:57.309000+00:00,5,499.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-499.0,379.00002627936055,4.99
94971d5e-7c35-4aa5-b65d-334bf6749d1b,8346c704-a9aa-4013-bc74-9700bd557be9,CRV*Tooth Club Stevena,0.77540106,2024-02-08,False,nan,2024-02-10 12:36:01.587000+00:00,2024-02-10 12:36:01.587000+00:00,5,5800.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-5800.0,374.00000459117246,58.0
5e42309e-d11f-4d4e-82cd-4c802facc57d,57b1d51a-9001-4cf7-a856-ac5b0dd334de,CRV*ALDI 40 776 FAIRLA,2.52525252,2024-01-31,True,Automated approval. Trx below 500,2024-02-03 13:28:17.381000+00:00,2024-03-20 07:00:33.555000+00:00,0,1000.0,GBP,perk_17_reward,DAILY_REBATE_DISTRIBUTION,-1275.0,396.00000082368,12.75
cc66e1de-0ec8-42ec-9fd5-baa2631c31d2,01eefa7b-09a5-47f6-9c20-14df70fb28c6,CRV*Barbican Events Lt,0.05025125,2024-01-31,True,Automated approval after 45 days,2024-02-03 13:28:17.283000+00:00,2024-03-20 07:00:27.461000+00:00,5,400.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-400.0,398.0000497500062,4.0
35031aba-5c73-4ed5-82ad-0f31744cdefa,62ad5fd7-2b1f-4aaf-896e-7638ae904ec5,CRV*APPLE.COM BILL Hol,0.7550505,2024-01-31,True,Automated approval. Trx below 500,2024-02-03 13:28:17.036000+00:00,2024-03-20 07:00:33.555000+00:00,0,299.0,GBP,perk_6_reward,DAILY_REBATE_DISTRIBUTION,-299.0,396.0000026488295,2.99
685cabd9-47ec-4dee-a49e-b9eefa48e5c5,0a8087c0-8437-472a-96a0-a23fd557ac5e,CRV*WHITE HART - HERTF,0.19032663,2024-01-31,True,Automated approval after 45 days,2024-02-03 13:28:16.936000+00:00,2024-03-20 07:00:27.461000+00:00,5,1515.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1515.0,398.0000066201981,15.15
09629567-e1af-465c-9947-9f2ca07afa6e,9f8db205-1a90-45de-8965-8c47814da8ee,CRV*APPLE.COM BILL Hol,0.7550505,2024-01-31,True,Automated approval. Trx below 500,2024-02-03 13:28:16.694000+00:00,2024-03-20 07:00:33.555000+00:00,0,299.0,GBP,perk_6_reward,DAILY_REBATE_DISTRIBUTION,-299.0,396.0000026488295,2.99
248b71f2-52e2-4b59-ad81-77b0d0dda16a,6be513fb-727d-407b-a59c-3ea2eb02a183,CLOUD 396VQR,0.00051413,2024-02-01,True,Automated approval after 45 days,2024-02-03 13:28:16.595000+00:00,2024-03-20 07:00:27.461000+00:00,5,4.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-4.0,389.0066714644156,0.04
3254e08a-d3c3-4abb-843c-bd752f17d0bf,d6315f40-c374-4e05-8b32-56434f63b94a,CRV*Trainline.Com Lond,0.22358247,2024-02-01,True,Automated approval after 45 days,2024-02-03 13:28:16.283000+00:00,2024-03-20 07:00:27.461000+00:00,5,1735.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1735.0,388.000007335101,17.35
f4b2420d-3eb4-4bf6-be0e-58e996458983,3d199329-7774-4f6f-a792-fb89bff131dd,CRV*Amazon.co.uk 60 Ho,0.25125628,2024-01-31,True,Automated approval. Trx below 500,2024-02-02 13:06:57.727000+00:00,2024-03-19 07:00:31.770000+00:00,0,100.0,GBP,perk_361064_reward,DAILY_REBATE_DISTRIBUTION,-900.0,398.00000222880004,9.0
eb51c337-6116-4793-b468-8ce1a6f22a1f,f56a3b25-b101-4fcc-80c9-3a1e0cb399aa,CRV*Amazon.co.uk 60 Ho,2.27848101,2024-01-31,True,Automated approval. Trx below 500,2024-02-02 13:06:57.422000+00:00,2024-03-19 07:00:31.770000+00:00,0,900.0,GBP,perk_361064_reward,DAILY_REBATE_DISTRIBUTION,-900.0,395.0000004608333,9.0
5c407274-e158-4f8f-9ebd-aa169715387c,b868f1b7-352f-450e-874b-52052473d15b,CRV*TESCO STORES 3213,0.51670951,2024-01-29,True,Automated approval. Trx below 500,2024-01-31 12:25:34.334000+00:00,2024-03-17 07:00:32.797000+00:00,0,201.0,GBP,perk_20_reward,DAILY_REBATE_DISTRIBUTION,-295.0,389.00000118054726,2.95
79286c7f-52b9-4a60-873b-24a7678617af,56a8da50-2e37-4f3b-bc0c-4c82e3243161,CRV*JUMBO UK LTD LONDO,1.85132275,2024-01-27,True,Automated approval after 45 days,2024-01-29 12:29:50.288000+00:00,2024-03-15 07:00:25.710000+00:00,5,13996.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-13996.0,378.0000002700772,139.96
d3f326b8-75f7-4a7d-b637-39f2ff6c3d21,83f9c92a-faee-439b-9318-ef0a2c0d78f7,CRV*WANIS INTERNATIONA,6.26464379,2024-01-27,True,Automated approval after 45 days,2024-01-29 12:27:35.328000+00:00,2024-03-15 07:00:25.720000+00:00,5,47486.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-47486.0,379.0000005730574,474.86
f97be54c-1f75-4dbe-972e-393198f59986,8c137915-83a3-46a2-990f-29080aadb362,CRV*NSPPD Lagos NGA,0.06377551,2024-01-25,True,Automated approval after 45 days,2024-01-27 13:00:44.578000+00:00,2024-03-13 07:00:28.851000+00:00,5,500.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-500.0,392.00000125440005,5.0
e623e43a-e7b6-48e4-a7c7-de27a5def570,66049ade-0bc5-4d09-a498-ea139c2b6669,CRV*GOOGLE*CLOUD TKJLW,0.00052356,2024-01-24,True,Automated approval after 45 days,2024-01-26 13:10:02.287000+00:00,2024-03-12 07:00:26.436000+00:00,5,4.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-4.0,382.0001528000612,0.04
910bd373-b7ad-4ca6-8710-f28c942764d3,d7d090d6-3552-4b1f-ad5a-2311324df46a,CRV*STEVENAGE STEVENAG,0.20712435,2024-01-24,True,Automated approval after 45 days,2024-01-26 13:10:02.064000+00:00,2024-03-12 07:00:26.436000+00:00,5,1599.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1599.0,386.0000043452158,15.99
f1f3ece6-3e20-45a4-82e4-601004ad7adc,036e9501-dd69-41ad-b4fb-d42a59f3dca8,CRV*NSPPD LAGOS LAGOS,0.12953367,2024-01-24,True,Automated approval after 45 days,2024-01-26 13:10:01.640000+00:00,2024-03-12 07:00:26.436000+00:00,5,1000.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1000.0,386.0000260936018,10.0
3d91b68c-1db8-4fdb-a3ed-23ca47bfb0bb,e90facfb-b2a3-40eb-9f50-c0abdbc9195f,CURVE SUBSCRIPTION,2.66666666,2024-01-23,True,Automated approval. Trx below 500,2024-01-25 14:07:05.641000+00:00,2024-03-11 07:00:26.917000+00:00,0,1000.0,GBP,perk_830246_reward,DAILY_REBATE_DISTRIBUTION,-1799.0,375.0000009375,17.99
bade4f0b-dc10-4420-93ee-4f53e3b8b845,732272f7-4a08-4852-9624-4e6129ee6daa,CRV*TESCO SUBSCRIPTION,2.04347826,2024-01-22,True,Automated approval. Trx below 500,2024-01-24 10:44:43.881000+00:00,2024-03-10 07:00:30.708000+00:00,0,799.0,GBP,perk_20_reward,DAILY_REBATE_DISTRIBUTION,-799.0,391.00000016638296,7.99
d89d331a-6568-45aa-9d07-03009881a1c9,364221c4-42e0-46d2-bcc9-5b58293fe608,CRV*Spotify P269B7F4AA,2.56410256,2024-01-22,True,Automated approval. Trx below 500,2024-01-24 10:44:43.418000+00:00,2024-03-10 07:00:30.712000+00:00,0,1000.0,GBP,perk_2_reward,DAILY_REBATE_DISTRIBUTION,-1799.0,390.00000062400005,17.99
a2071723-9038-4fca-aff8-b4edf7bbadb7,6d54b151-a3d7-47b2-975e-c57a04eb9381,CRV*COSTCO PFS STEVENA,1.50753768,2024-01-21,True,Automated approval after 45 days,2024-01-24 09:36:21.629000+00:00,2024-03-10 07:00:27.731000+00:00,5,12000.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-3903.0,129.44950072491721,39.03
bd56c9cb-3bc9-49d6-a9a7-561ac4932c7f,5bfa53a8-15df-4e9e-80f3-823a17894496,CRV*ALDI 40 776 FAIRLA,2.55754475,2024-01-22,True,Automated approval. Trx below 500,2024-01-24 09:36:20.597000+00:00,2024-03-10 07:00:32.422000+00:00,0,1000.0,GBP,perk_17_reward,DAILY_REBATE_DISTRIBUTION,-1275.0,391.00000107525,12.75
447e17e1-3b75-4dc8-9330-112c150baf00,993bfe5c-94c8-4489-bfd8-83724de5aaee,APPLE.COM/BILL,0.03746867,2024-01-21,True,Automated approval after 45 days,2024-01-22 05:33:45.978000+00:00,2024-03-07 07:00:26.516000+00:00,5,299.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-299.0,399.00001788160614,2.99
2aca3190-f7b2-4846-9fe0-3ef20b1337c0,ebff33ce-2e67-4d0a-8b34-d0bf1b0c878a,CRV*JADE GARDEN 115 BE,0.075,2024-01-20,True,Automated approval after 45 days,2024-01-22 05:33:45.969000+00:00,2024-03-07 07:00:26.516000+00:00,5,600.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-600.0,400.0,6.0
49e45a89-2ca6-4e1d-9b3e-33fb83dbb105,db8f344e-0213-4233-92b4-522f84a7cd8f,CRV*Cinnabar 88-96 For,0.23383084,2024-01-19,True,Automated approval after 45 days,2024-01-21 05:49:36.833000+00:00,2024-03-06 07:00:23.920000+00:00,5,1880.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1880.0,402.0000099217024,18.8
2fbdd6b5-7144-4806-acf2-12fabbbe9af9,e52e83b2-dfdf-482b-95e0-e6194dd7c4d3,CRV*SQ *CINNABAR 104 F,0.1243781,2024-01-19,True,Automated approval after 45 days,2024-01-21 05:49:36.805000+00:00,2024-03-06 07:00:23.920000+00:00,5,1000.0,GBP,fiat_transactions,DAILY_REBATE_DISTRIBUTION,-1000.0,402.00003055200233,10.0
